lat,lon,month,solar_kwh_m2_day,wind_ms,temp_c
70.0,0.0,8,5.048,4.205,3.96
70.0,0.0,9,2.689,4.93,-2.64
70.0,0.0,10,0.997,5.797,-13.49
70.0,0.0,11,0.0,5.897,-26.03
70.0,0.0,12,0.05,6.111,-33.9
70.0,15.0,1,0.037,6.967,-37.0
70.0,15.0,2,0.708,6.523,-33.35
70.0,15.0,3,2.548,5.764,-26.35
70.0,15.0,4,4.779,5.389,-14.13
70.0,15.0,5,7.344,4.9,-4.62
70.0,15.0,6,7.747,4.867,4.68
70.0,15.0,7,7.596,4.785,8.74
70.0,15.0,8,5.377,4.439,5.8
70.0,15.0,9,2.666,4.769,-2.01
70.0,15.0,10,0.982,5.64,-14.44
70.0,15.0,11,0.0,6.409,-27.32
70.0,15.0,12,0.116,6.758,-35.62
70.0,30.0,1,0.145,6.644,-35.45
70.0,30.0,2,0.495,6.729,-32.83
70.0,30.0,3,2.447,5.861,-24.53
70.0,30.0,4,5.213,5.76,-12.18
70.0,30.0,5,7.309,4.921,0.72
70.0,30.0,6,7.845,5.126,6.87
70.0,30.0,7,7.811,5.171,10.45
70.0,30.0,8,5.318,4.606,6.73
70.0,30.0,9,2.857,4.77,-0.03
70.0,30.0,10,0.986,5.512,-12.45
70.0,30.0,11,0.358,6.218,-24.11
70.0,30.0,12,0.143,6.995,-33.27
70.0,45.0,1,0.0,7.144,-35.57
70.0,45.0,2,0.796,6.318,-32.67
70.0,45.0,3,2.504,6.132,-23.73
70.0,45.0,4,5.268,4.988,-11.65
70.0,45.0,5,7.14,4.474,0.91
70.0,45.0,6,7.655,5.298,8.3
70.0,45.0,7,7.922,4.666,11.85
70.0,45.0,8,5.147,5.355,9.38
70.0,45.0,9,2.665,4.796,0.62
70.0,45.0,10,1.141,5.521,-14.37
70.0,45.0,11,0.069,6.529,-23.77
70.0,45.0,12,0.144,7.362,-33.31
70.0,60.0,1,0.0,6.789,-33.06
70.0,60.0,2,0.547,6.577,-31.48
70.0,60.0,3,2.461,6.105,-23.01
70.0,60.0,4,5.07,5.35,-11.05
70.0,60.0,5,7.158,5.238,2.01
70.0,60.0,6,7.705,3.91,13.38
70.0,60.0,7,7.719,4.822,14.69
70.0,60.0,8,5.348,4.744,11.24
70.0,60.0,9,2.632,4.429,3.04
70.0,60.0,10,1.096,5.466,-9.86
70.0,60.0,11,0.047,6.64,-22.25
70.0,60.0,12,0.388,6.391,-29.85
70.0,75.0,1,0.091,6.349,-33.28
70.0,75.0,2,0.457,6.808,-30.7
70.0,75.0,3,2.242,6.323,-22.29
70.0,75.0,4,5.168,5.079,-7.76
70.0,75.0,5,7.578,4.313,1.68
70.0,75.0,6,7.684,4.607,11.15
70.0,75.0,7,7.654,4.178,15.41
70.0,75.0,8,5.314,5.006,11.97
70.0,75.0,9,2.699,4.432,2.25
70.0,75.0,10,0.982,5.1,-10.44
70.0,75.0,11,0.138,6.617,-23.34
70.0,75.0,12,0.019,6.163,-30.68
70.0,90.0,1,0.107,6.35,-34.04
70.0,90.0,2,0.632,5.87,-32.41
70.0,90.0,3,2.301,6.039,-21.33
70.0,90.0,4,5.289,5.691,-10.23
70.0,90.0,5,7.282,5.075,2.11
70.0,90.0,6,7.683,4.552,11.47
70.0,90.0,7,7.647,4.246,15.26
70.0,90.0,8,5.106,4.256,12.18
70.0,90.0,9,2.599,5.197,2.81
70.0,90.0,10,1.025,5.29,-9.84
70.0,90.0,11,0.151,6.319,-24.07
70.0,90.0,12,0.0,6.263,-32.14
70.0,105.0,1,0.276,6.741,-32.9
70.0,105.0,2,0.651,6.401,-33.17
70.0,105.0,3,2.37,5.998,-23.2
70.0,105.0,4,5.106,4.716,-9.33
70.0,105.0,5,7.305,4.7,1.1
70.0,105.0,6,7.727,4.498,9.79
70.0,105.0,7,7.637,4.129,13.51
70.0,105.0,8,5.244,4.443,10.14
70.0,105.0,9,2.688,5.4,1.37
70.0,105.0,10,1.053,5.445,-10.58
70.0,105.0,11,0.0,5.832,-22.82
70.0,105.0,12,0.0,6.169,-30.92
70.0,120.0,1,0.0,7.426,-35.99
70.0,120.0,2,0.528,5.683,-34.3
70.0,120.0,3,2.527,5.601,-22.18
70.0,120.0,4,5.316,5.224,-10.87
70.0,120.0,5,7.265,5.047,0.48
70.0,120.0,6,7.738,4.276,8.33
70.0,120.0,7,7.9,4.494,12.45
70.0,120.0,8,5.327,4.375,9.28
70.0,120.0,9,2.829,4.832,1.01
70.0,120.0,10,0.92,5.267,-11.22
70.0,120.0,11,0.038,5.301,-20.83
70.0,120.0,12,0.115,6.289,-33.09
70.0,135.0,1,0.324,6.033,-37.31
70.0,135.0,2,0.606,6.449,-34.09
70.0,135.0,3,2.371,5.271,-24.1
70.0,135.0,4,4.946,4.637,-13.39
70.0,135.0,5,7.478,4.273,-3.09
70.0,135.0,6,7.74,3.702,6.34
70.0,135.0,7,7.907,4.018,9.03
70.0,135.0,8,5.237,4.396,7.64
70.0,135.0,9,2.622,4.557,-1.89
70.0,135.0,10,1.093,5.893,-14.32
70.0,135.0,11,0.0,5.33,-24.76
70.0,135.0,12,0.0,5.799,-34.11
70.0,150.0,1,0.0,6.433,-38.09
70.0,150.0,2,0.514,5.905,-34.96
70.0,150.0,3,2.555,5.605,-25.55
70.0,150.0,4,4.991,4.643,-15.57
70.0,150.0,5,7.453,4.238,-2.56
70.0,150.0,6,7.623,3.827,4.39
70.0,150.0,7,7.718,4.718,7.97
70.0,150.0,8,5.412,4.372,6.52
70.0,150.0,9,2.67,4.418,-2.49
70.0,150.0,10,1.199,5.182,-14.02
70.0,150.0,11,0.09,5.138,-24.03
70.0,150.0,12,0.221,5.55,-34.26
70.0,165.0,1,0.0,6.336,-39.15
70.0,165.0,2,0.483,6.357,-34.33
70.0,165.0,3,2.355,5.101,-26.56
70.0,165.0,4,5.116,5.279,-12.51
70.0,165.0,5,7.264,4.442,-4.49
70.0,165.0,6,7.706,4.24,3.91
70.0,165.0,7,7.548,4.037,6.38
70.0,165.0,8,5.122,4.05,5.06
70.0,165.0,9,2.502,3.867,-3.77
70.0,165.0,10,1.086,5.655,-15.33
70.0,165.0,11,0.203,4.85,-27.35
70.0,165.0,12,0.0,6.599,-35.72
72.0,-180.0,1,0.0,6.034,-39.59
72.0,-180.0,2,0.378,6.374,-37.42
72.0,-180.0,3,2.198,6.151,-29.89
72.0,-180.0,4,4.932,4.043,-17.6
72.0,-180.0,5,7.403,4.519,-5.36
72.0,-180.0,6,7.735,3.952,2.52
72.0,-180.0,7,7.802,3.853,6.86
72.0,-180.0,8,5.263,3.904,3.01
72.0,-180.0,9,2.528,4.565,-6.82
72.0,-180.0,10,0.588,4.327,-18.18
72.0,-180.0,11,0.0,5.543,-27.23
72.0,-180.0,12,0.077,6.128,-35.04
72.0,-165.0,1,0.0,6.094,-40.61
72.0,-165.0,2,0.323,6.291,-37.37
72.0,-165.0,3,2.284,5.257,-29.77
72.0,-165.0,4,4.912,5.394,-15.66
72.0,-165.0,5,7.651,4.298,-4.86
72.0,-165.0,6,7.854,3.992,3.61
72.0,-165.0,7,7.697,3.937,4.85
72.0,-165.0,8,5.127,4.043,5.56
72.0,-165.0,9,2.354,3.712,-4.65
72.0,-165.0,10,0.628,4.907,-15.62
72.0,-165.0,11,0.13,5.459,-30.09
72.0,-165.0,12,0.0,6.182,-35.85
72.0,-150.0,1,0.077,5.951,-37.6
72.0,-150.0,2,0.56,5.554,-36.93
72.0,-150.0,3,2.251,5.73,-28.5
72.0,-150.0,4,4.98,4.959,-13.78
72.0,-150.0,5,7.334,4.198,-2.2
72.0,-150.0,6,7.699,4.017,6.66
72.0,-150.0,7,7.698,4.438,9.36
72.0,-150.0,8,5.096,3.43,5.71
72.0,-150.0,9,2.499,4.723,-2.05
72.0,-150.0,10,0.786,5.236,-13.9
72.0,-150.0,11,0.152,6.079,-26.01
72.0,-150.0,12,0.0,6.165,-37.22
72.0,-135.0,1,0.094,6.542,-36.64
72.0,-135.0,2,0.633,6.026,-34.26
72.0,-135.0,3,1.994,5.35,-25.45
72.0,-135.0,4,4.993,5.159,-13.25
72.0,-135.0,5,7.316,3.491,0.09
72.0,-135.0,6,7.807,4.696,9.47
72.0,-135.0,7,7.834,3.953,13.29
72.0,-135.0,8,5.149,4.04,8.8
72.0,-135.0,9,2.41,4.054,-1.36
72.0,-135.0,10,0.836,4.868,-13.29
72.0,-135.0,11,0.0,5.817,-25.25
72.0,-135.0,12,0.0,6.28,-36.16
72.0,-120.0,1,0.0,6.7,-36.9
72.0,-120.0,2,0.594,6.234,-33.31
72.0,-120.0,3,2.431,5.421,-27.08
72.0,-120.0,4,5.069,5.468,-12.37
72.0,-120.0,5,7.322,4.387,0.81
72.0,-120.0,6,7.721,4.176,9.43
72.0,-120.0,7,7.654,4.162,14.34
72.0,-120.0,8,5.281,3.486,8.85
72.0,-120.0,9,2.504,4.927,3.58
72.0,-120.0,10,0.707,5.288,-11.61
72.0,-120.0,11,0.0,5.525,-23.37
72.0,-120.0,12,0.0,6.387,-34.02
72.0,-105.0,1,0.0,6.31,-38.76
72.0,-105.0,2,0.154,6.465,-33.92
72.0,-105.0,3,2.23,5.864,-23.17
72.0,-105.0,4,5.257,5.237,-11.96
72.0,-105.0,5,7.275,4.526,2.42
72.0,-105.0,6,7.99,4.637,10.33
72.0,-105.0,7,7.818,4.187,14.27
72.0,-105.0,8,5.18,4.072,11.22
72.0,-105.0,9,2.42,3.958,1.13
72.0,-105.0,10,0.874,5.021,-12.61
72.0,-105.0,11,0.097,5.026,-23.38
72.0,-105.0,12,0.0,6.068,-33.16
72.0,-90.0,1,0.161,5.563,-37.96
72.0,-90.0,2,0.497,5.517,-34.24
72.0,-90.0,3,2.141,5.288,-23.09
72.0,-90.0,4,5.248,5.21,-12.35
72.0,-90.0,5,7.181,4.583,1.34
72.0,-90.0,6,7.605,4.054,13.51
72.0,-90.0,7,7.687,4.715,15.09
72.0,-90.0,8,5.284,4.302,9.48
72.0,-90.0,9,2.279,4.058,2.2
72.0,-90.0,10,0.677,5.336,-11.51
72.0,-90.0,11,0.0,5.983,-22.81
72.0,-90.0,12,0.077,6.727,-34.93
72.0,-75.0,1,0.0,7.084,-35.94
72.0,-75.0,2,0.461,5.15,-33.26
72.0,-75.0,3,2.137,6.15,-23.94
72.0,-75.0,4,4.821,4.389,-12.7
72.0,-75.0,5,7.377,5.122,-1.65
72.0,-75.0,6,7.926,4.506,9.01
72.0,-75.0,7,7.721,3.775,13.11
72.0,-75.0,8,5.224,3.683,7.84
72.0,-75.0,9,2.49,4.822,0.02
72.0,-75.0,10,0.695,5.333,-10.52
72.0,-75.0,11,0.047,6.177,-24.84
72.0,-75.0,12,0.069,6.487,-33.85
72.0,-60.0,1,0.0,6.453,-40.3
72.0,-60.0,2,0.376,6.34,-34.63
72.0,-60.0,3,2.23,5.926,-27.41
72.0,-60.0,4,4.807,4.723,-13.42
72.0,-60.0,5,7.369,4.696,-2.92
72.0,-60.0,6,7.891,3.851,7.82
72.0,-60.0,7,7.666,3.687,9.4
72.0,-60.0,8,5.163,4.582,8.15
72.0,-60.0,9,2.577,4.734,-1.47
72.0,-60.0,10,0.644,4.918,-14.25
72.0,-60.0,11,0.0,5.889,-26.07
72.0,-60.0,12,0.368,6.289,-36.55
72.0,-45.0,1,0.0,6.462,-39.83
72.0,-45.0,2,0.501,6.369,-36.67
72.0,-45.0,3,2.109,5.805,-28.8
72.0,-45.0,4,4.922,5.679,-15.28
72.0,-45.0,5,7.299,4.331,-3.56
72.0,-45.0,6,7.849,4.792,4.81
72.0,-45.0,7,7.905,4.025,8.55
72.0,-45.0,8,5.147,4.42,5.85
72.0,-45.0,9,2.437,5.108,-2.75
72.0,-45.0,10,0.731,5.643,-17.01
72.0,-45.0,11,0.0,6.086,-27.19
72.0,-45.0,12,0.0,6.616,-36.14
72.0,-30.0,1,0.077,5.988,-40.09
72.0,-30.0,2,0.553,6.111,-36.64
72.0,-30.0,3,2.066,6.368,-28.19
72.0,-30.0,4,4.909,4.953,-15.8
72.0,-30.0,5,7.202,4.716,-6.9
72.0,-30.0,6,7.965,4.709,5.85
72.0,-30.0,7,7.67,4.646,6.73
72.0,-30.0,8,4.961,5.13,3.22
72.0,-30.0,9,2.379,5.035,-5.59
72.0,-30.0,10,0.807,5.607,-17.25
72.0,-30.0,11,0.092,6.086,-26.46
72.0,-30.0,12,0.0,6.34,-35.52
72.0,-15.0,1,0.0,7.14,-40.35
72.0,-15.0,2,0.443,6.109,-37.58
72.0,-15.0,3,2.153,5.781,-27.71
72.0,-15.0,4,4.938,5.419,-17.67
72.0,-15.0,5,7.357,5.264,-5.18
72.0,-15.0,6,7.667,4.802,1.26
72.0,-15.0,7,7.686,5.222,7.87
72.0,-15.0,8,5.388,4.909,1.97
72.0,-15.0,9,2.609,4.989,-4.87
72.0,-15.0,10,0.927,5.708,-17.28
72.0,-15.0,11,0.0,6.122,-28.3
72.0,-15.0,12,0.056,6.679,-37.24
72.0,0.0,1,0.0,6.757,-39.73
72.0,0.0,2,0.225,6.396,-36.82
72.0,0.0,3,2.001,6.376,-29.86
72.0,0.0,4,4.956,5.592,-19.28
72.0,0.0,5,7.468,5.118,-5.91
72.0,0.0,6,7.909,5.131,3.89
72.0,0.0,7,7.414,4.849,7.96
72.0,0.0,8,5.444,4.157,2.31
72.0,0.0,9,2.505,5.405,-5.74
72.0,0.0,10,0.902,5.642,-17.24
72.0,0.0,11,0.082,6.157,-29.09
72.0,0.0,12,0.124,7.058,-36.13
72.0,15.0,1,0.0,6.814,-42.13
72.0,15.0,2,0.308,6.484,-36.94
72.0,15.0,3,2.158,5.868,-29.16
72.0,15.0,4,5.114,5.766,-17.23
72.0,15.0,5,7.442,5.495,-3.48
72.0,15.0,6,7.82,5.294,5.02
72.0,15.0,7,7.798,4.481,5.63
72.0,15.0,8,5.232,5.381,3.66
72.0,15.0,9,2.497,5.61,-4.31
72.0,15.0,10,0.751,6.081,-16.08
72.0,15.0,11,0.0,6.607,-28.41
72.0,15.0,12,0.008,6.167,-35.34
72.0,30.0,1,0.0,7.183,-38.37
72.0,30.0,2,0.376,6.993,-35.49
72.0,30.0,3,2.063,6.396,-27.7
72.0,30.0,4,5.076,5.711,-16.02
72.0,30.0,5,7.298,5.227,-2.29
72.0,30.0,6,7.718,4.639,7.43
72.0,30.0,7,7.712,4.43,7.85
72.0,30.0,8,5.211,5.037,6.51
72.0,30.0,9,2.57,4.968,-0.62
72.0,30.0,10,0.579,5.534,-15.9
72.0,30.0,11,0.0,6.768,-26.9
72.0,30.0,12,0.185,7.482,-35.38
72.0,45.0,1,0.0,7.235,-39.85
72.0,45.0,2,0.179,6.901,-35.63
72.0,45.0,3,2.148,5.903,-25.95
72.0,45.0,4,4.966,5.773,-12.3
72.0,45.0,5,7.228,4.933,-2.1
72.0,45.0,6,7.831,4.534,8.61
72.0,45.0,7,7.481,4.352,12.03
72.0,45.0,8,5.232,4.468,7.51
72.0,45.0,9,2.523,5.479,1.51
72.0,45.0,10,0.789,5.153,-12.95
72.0,45.0,11,0.0,6.922,-28.27
72.0,45.0,12,0.183,6.766,-34.48
72.0,60.0,1,0.0,7.454,-37.67
72.0,60.0,2,0.415,6.064,-34.61
72.0,60.0,3,2.326,5.662,-24.81
72.0,60.0,4,4.857,5.68,-13.31
72.0,60.0,5,7.352,5.448,0.17
72.0,60.0,6,7.793,4.649,11.04
72.0,60.0,7,8.112,4.31,12.82
72.0,60.0,8,5.026,4.172,9.77
72.0,60.0,9,2.54,5.233,-1.23
72.0,60.0,10,0.611,5.938,-12.41
72.0,60.0,11,0.295,6.224,-25.82
72.0,60.0,12,0.0,6.429,-34.92
72.0,75.0,1,0.099,7.55,-37.55
72.0,75.0,2,0.449,6.487,-34.63
72.0,75.0,3,2.064,5.639,-23.42
72.0,75.0,4,4.807,5.902,-11.97
72.0,75.0,5,7.475,5.298,2.85
72.0,75.0,6,7.774,4.31,11.66
72.0,75.0,7,7.525,4.211,14.74
72.0,75.0,8,5.141,4.797,10.99
72.0,75.0,9,2.617,5.181,2.3
72.0,75.0,10,0.72,5.454,-11.27
72.0,75.0,11,0.0,6.277,-21.6
72.0,75.0,12,0.054,6.972,-34.32
72.0,90.0,1,0.091,6.755,-36.37
72.0,90.0,2,0.524,6.632,-32.43
72.0,90.0,3,2.147,5.814,-23.43
72.0,90.0,4,4.881,4.971,-11.56
72.0,90.0,5,7.427,4.865,0.34
72.0,90.0,6,7.758,4.507,10.72
72.0,90.0,7,7.739,4.324,14.06
72.0,90.0,8,5.056,3.891,11.76
72.0,90.0,9,2.48,5.177,0.83
72.0,90.0,10,0.599,5.544,-12.01
72.0,90.0,11,0.147,5.716,-23.99
72.0,90.0,12,0.0,6.112,-32.82
72.0,105.0,1,0.0,6.449,-37.68
72.0,105.0,2,0.723,6.594,-34.7
72.0,105.0,3,2.068,6.338,-24.51
72.0,105.0,4,4.897,5.17,-12.46
72.0,105.0,5,7.19,4.74,1.27
72.0,105.0,6,7.494,4.25,11.25
72.0,105.0,7,7.717,4.334,14.51
72.0,105.0,8,5.129,3.959,8.26
72.0,105.0,9,2.484,5.04,0.6
72.0,105.0,10,0.715,4.841,-12.38
72.0,105.0,11,0.074,6.724,-24.88
72.0,105.0,12,0.001,6.418,-35.23
72.0,120.0,1,0.0,6.489,-38.08
72.0,120.0,2,0.248,6.425,-36.84
72.0,120.0,3,2.326,6.215,-26.08
72.0,120.0,4,5.089,5.095,-13.54
72.0,120.0,5,7.351,5.015,-0.25
72.0,120.0,6,7.874,4.357,7.13
72.0,120.0,7,7.732,4.689,10.85
72.0,120.0,8,4.867,4.4,7.62
72.0,120.0,9,2.34,4.576,-0.78
72.0,120.0,10,0.73,5.733,-11.96
72.0,120.0,11,0.088,5.872,-25.78
72.0,120.0,12,0.24,6.07,-34.4
72.0,135.0,1,0.0,6.357,-38.88
72.0,135.0,2,0.228,6.135,-35.79
72.0,135.0,3,2.224,5.614,-26.96
72.0,135.0,4,5.043,5.125,-15.85
72.0,135.0,5,7.263,4.628,-2.18
72.0,135.0,6,7.948,4.065,7.29
72.0,135.0,7,7.396,4.057,9.78
72.0,135.0,8,5.045,4.179,4.92
72.0,135.0,9,2.66,5.176,-3.15
72.0,135.0,10,0.832,5.14,-15.67
72.0,135.0,11,0.086,6.175,-26.58
72.0,135.0,12,0.0,6.434,-36.04
72.0,150.0,1,0.0,5.998,-41.34
72.0,150.0,2,0.371,6.573,-36.39
72.0,150.0,3,1.998,5.605,-29.02
72.0,150.0,4,5.063,5.03,-17.16
72.0,150.0,5,7.158,4.574,-4.35
72.0,150.0,6,7.705,4.622,3.53
72.0,150.0,7,7.626,4.518,6.11
72.0,150.0,8,5.158,4.368,4.46
72.0,150.0,9,2.5,4.921,-5.19
72.0,150.0,10,0.913,4.765,-15.54
72.0,150.0,11,0.176,5.466,-28.78
72.0,150.0,12,0.0,6.322,-36.22
72.0,165.0,1,0.0,6.246,-39.76
72.0,165.0,2,0.331,6.193,-38.19
72.0,165.0,3,2.15,5.944,-30.32
72.0,165.0,4,4.91,4.606,-15.69
72.0,165.0,5,7.306,4.206,-6.33
72.0,165.0,6,7.725,4.195,4.68
72.0,165.0,7,7.652,3.395,4.21
72.0,165.0,8,5.084,4.066,2.28
72.0,165.0,9,2.232,4.907,-5.72
72.0,165.0,10,0.968,4.817,-19.18
72.0,165.0,11,0.0,5.22,-28.8
72.0,165.0,12,0.202,6.007,-37.44
74.0,-180.0,1,0.191,6.364,-43.64
74.0,-180.0,2,0.141,5.863,-41.74
74.0,-180.0,3,2.147,5.77,-30.85
74.0,-180.0,4,4.664,4.648,-18.44
74.0,-180.0,5,7.196,5.258,-7.77
74.0,-180.0,6,8.095,3.935,1.22
74.0,-180.0,7,7.633,4.08,5.0
74.0,-180.0,8,5.159,4.102,2.58
74.0,-180.0,9,2.353,4.762,-7.91
74.0,-180.0,10,0.497,5.256,-18.89
74.0,-180.0,11,0.009,5.124,-30.69
74.0,-180.0,12,0.0,5.571,-40.64
74.0,-165.0,1,0.0,6.642,-43.46
74.0,-165.0,2,0.248,6.142,-38.76
74.0,-165.0,3,1.82,5.889,-30.64
74.0,-165.0,4,4.924,4.507,-18.59
74.0,-165.0,5,7.178,3.715,-6.47
74.0,-165.0,6,8.083,3.909,3.47
74.0,-165.0,7,7.697,3.594,7.2
74.0,-165.0,8,4.942,4.171,2.1
74.0,-165.0,9,2.36,4.899,-4.95
74.0,-165.0,10,0.558,4.849,-17.44
74.0,-165.0,11,0.0,5.351,-31.44
74.0,-165.0,12,0.0,5.875,-40.75
74.0,-150.0,1,0.074,5.566,-40.53
74.0,-150.0,2,0.077,6.291,-39.66
74.0,-150.0,3,1.86,5.871,-30.37
74.0,-150.0,4,4.896,4.784,-17.07
74.0,-150.0,5,7.416,4.436,-4.69
74.0,-150.0,6,7.806,4.205,5.69
74.0,-150.0,7,7.954,4.131,9.48
74.0,-150.0,8,5.003,4.28,5.81
74.0,-150.0,9,2.598,4.764,-4.15
74.0,-150.0,10,0.593,4.979,-17.15
74.0,-150.0,11,0.036,6.024,-29.13
74.0,-150.0,12,0.037,5.908,-39.33
74.0,-135.0,1,0.0,5.994,-39.65
74.0,-135.0,2,0.347,6.143,-37.58
74.0,-135.0,3,1.871,5.295,-29.2
74.0,-135.0,4,4.988,5.477,-15.39
74.0,-135.0,5,7.55,4.682,-3.01
74.0,-135.0,6,7.873,4.066,5.69
74.0,-135.0,7,7.9,3.87,9.81
74.0,-135.0,8,5.043,3.489,8.96
74.0,-135.0,9,2.346,4.309,-2.85
74.0,-135.0,10,0.525,5.337,-14.84
74.0,-135.0,11,0.023,6.078,-27.32
74.0,-135.0,12,0.098,6.209,-38.4
74.0,-120.0,1,0.06,5.674,-41.37
74.0,-120.0,2,0.0,6.181,-36.96
74.0,-120.0,3,1.743,5.727,-26.35
74.0,-120.0,4,4.943,4.75,-13.86
74.0,-120.0,5,7.439,4.382,-0.4
74.0,-120.0,6,7.694,3.821,8.66
74.0,-120.0,7,7.964,4.627,11.68
74.0,-120.0,8,4.809,4.671,8.7
74.0,-120.0,9,2.179,4.433,-1.23
74.0,-120.0,10,0.476,4.67,-13.99
74.0,-120.0,11,0.0,5.598,-26.88
74.0,-120.0,12,0.0,6.332,-35.99
74.0,-105.0,1,0.0,5.954,-41.45
74.0,-105.0,2,0.296,6.416,-36.32
74.0,-105.0,3,1.845,6.059,-27.79
74.0,-105.0,4,4.715,4.645,-13.39
74.0,-105.0,5,7.315,4.386,0.72
74.0,-105.0,6,7.965,4.039,7.11
74.0,-105.0,7,7.809,3.678,14.75
74.0,-105.0,8,5.144,3.982,10.5
74.0,-105.0,9,2.241,4.119,-0.14
74.0,-105.0,10,0.503,5.37,-12.3
74.0,-105.0,11,0.0,5.94,-26.75
74.0,-105.0,12,0.093,6.677,-37.15
74.0,-90.0,1,0.158,6.075,-39.56
74.0,-90.0,2,0.109,6.244,-37.01
74.0,-90.0,3,1.672,6.271,-26.48
74.0,-90.0,4,4.85,4.992,-14.39
74.0,-90.0,5,7.42,4.875,-0.6
74.0,-90.0,6,7.94,3.921,10.35
74.0,-90.0,7,7.856,4.135,12.45
74.0,-90.0,8,5.168,4.807,10.24
74.0,-90.0,9,2.337,4.631,-0.56
74.0,-90.0,10,0.35,5.157,-12.37
74.0,-90.0,11,0.061,5.384,-26.3
74.0,-90.0,12,0.0,6.324,-35.14
74.0,-75.0,1,0.0,6.847,-40.9
74.0,-75.0,2,0.343,6.891,-38.73
74.0,-75.0,3,2.001,5.499,-27.84
74.0,-75.0,4,4.907,4.856,-14.13
74.0,-75.0,5,7.356,4.822,1.61
74.0,-75.0,6,7.778,5.034,7.05
74.0,-75.0,7,7.931,4.353,12.98
74.0,-75.0,8,5.214,4.471,7.22
74.0,-75.0,9,2.32,4.928,-0.13
74.0,-75.0,10,0.483,4.78,-14.54
74.0,-75.0,11,0.0,5.785,-26.86
74.0,-75.0,12,0.0,6.808,-36.44
74.0,-60.0,1,0.064,6.746,-39.69
74.0,-60.0,2,0.267,5.973,-37.95
74.0,-60.0,3,1.999,5.815,-31.26
74.0,-60.0,4,4.784,5.312,-16.8
74.0,-60.0,5,7.604,4.68,-2.1
74.0,-60.0,6,7.811,4.764,4.89
74.0,-60.0,7,7.8,4.405,7.63
74.0,-60.0,8,5.116,4.492,7.13
74.0,-60.0,9,2.241,4.922,-1.22
74.0,-60.0,10,0.644,5.711,-16.55
74.0,-60.0,11,0.0,5.597,-29.28
74.0,-60.0,12,0.0,6.208,-36.94
74.0,-45.0,1,0.086,6.664,-41.03
74.0,-45.0,2,0.35,6.567,-38.67
74.0,-45.0,3,1.975,5.9,-28.21
74.0,-45.0,4,4.666,5.922,-18.57
74.0,-45.0,5,7.519,4.276,-5.6
74.0,-45.0,6,7.786,4.598,4.63
74.0,-45.0,7,7.851,4.828,6.91
74.0,-45.0,8,5.105,4.677,4.67
74.0,-45.0,9,2.349,4.699,-4.6
74.0,-45.0,10,0.603,5.978,-16.76
74.0,-45.0,11,0.051,5.84,-31.02
74.0,-45.0,12,0.0,6.483,-39.01
74.0,-30.0,1,0.0,6.036,-44.44
74.0,-30.0,2,0.0,7.435,-40.16
74.0,-30.0,3,2.1,6.272,-32.05
74.0,-30.0,4,4.605,5.251,-20.14
74.0,-30.0,5,7.357,5.208,-6.77
74.0,-30.0,6,7.947,4.73,2.04
74.0,-30.0,7,7.698,4.045,4.31
74.0,-30.0,8,5.142,4.062,2.03
74.0,-30.0,9,2.278,5.701,-7.84
74.0,-30.0,10,0.488,6.051,-18.15
74.0,-30.0,11,0.0,6.414,-30.99
74.0,-30.0,12,0.014,6.157,-39.67
74.0,-15.0,1,0.066,6.975,-44.19
74.0,-15.0,2,0.341,6.828,-39.79
74.0,-15.0,3,1.962,6.826,-30.91
74.0,-15.0,4,4.777,6.079,-19.32
74.0,-15.0,5,7.325,5.375,-8.71
74.0,-15.0,6,7.843,4.975,0.28
74.0,-15.0,7,8.001,5.011,3.1
74.0,-15.0,8,4.759,5.444,1.09
74.0,-15.0,9,2.247,5.47,-7.29
74.0,-15.0,10,0.352,5.775,-19.41
74.0,-15.0,11,0.224,6.169,-32.83
74.0,-15.0,12,0.0,7.1,-41.49
74.0,0.0,1,0.003,6.735,-44.18
74.0,0.0,2,0.163,6.326,-40.84
74.0,0.0,3,1.854,6.101,-31.84
74.0,0.0,4,4.8,5.622,-19.11
74.0,0.0,5,7.366,6.009,-5.05
74.0,0.0,6,7.741,4.493,0.76
74.0,0.0,7,7.957,4.8,4.52
74.0,0.0,8,5.303,5.111,1.66
74.0,0.0,9,2.348,5.637,-7.8
74.0,0.0,10,0.456,5.611,-18.01
74.0,0.0,11,0.0,6.043,-32.57
74.0,0.0,12,0.0,6.687,-42.8
74.0,15.0,1,0.0,7.104,-42.3
74.0,15.0,2,0.146,6.727,-40.25
74.0,15.0,3,2.063,6.154,-31.59
74.0,15.0,4,4.646,5.964,-19.94
74.0,15.0,5,7.408,5.671,-4.86
74.0,15.0,6,8.155,4.813,2.8
74.0,15.0,7,7.674,4.798,6.87
74.0,15.0,8,5.142,5.027,1.73
74.0,15.0,9,2.311,5.067,-6.01
74.0,15.0,10,0.701,5.468,-16.41
74.0,15.0,11,0.087,6.64,-33.65
74.0,15.0,12,0.0,6.349,-40.31
74.0,30.0,1,0.0,6.32,-41.4
74.0,30.0,2,0.188,7.376,-39.38
74.0,30.0,3,1.936,6.255,-30.82
74.0,30.0,4,4.968,5.549,-16.34
74.0,30.0,5,7.352,5.132,-4.69
74.0,30.0,6,7.662,5.404,4.09
74.0,30.0,7,7.784,4.819,8.04
74.0,30.0,8,5.33,5.3,4.77
74.0,30.0,9,2.214,5.324,-4.71
